epoch,train_loss,eval_loss,eval_prec1,eval_prec5
0,0.9199976852306953,0.9526931142807007,79.3100021484375,94.63000390625
1,0.891951519709367,0.9570605905532837,79.78000234375,95.010001953125
2,0.8820747100389921,0.9599071510314942,79.9700025390625,95.160003515625
3,0.8760321674438624,0.9557232360839844,80.3700021484375,95.260003125
4,0.8718235350572145,0.960690154838562,80.47000234375,95.260003125
5,0.8691463704292591,0.9520496603012085,80.4000021484375,95.320001953125
6,0.8656055516921557,0.9533173494338989,80.540001953125,95.3400029296875
7,0.8642669627299675,0.9483699861526489,80.5600017578125,95.390002734375
8,0.8624704732344701,0.9668843395233154,80.6400021484375,95.3800025390625
9,0.861566405571424,0.9566058950424194,80.6600025390625,95.440001953125
10,0.8596507753317173,0.9546746825218201,80.740003515625,95.4000029296875
11,0.8589434465536705,0.9584858419418335,80.8100025390625,95.480002734375
12,0.858082322203196,0.9526746028900146,80.790002734375,95.5700015625
13,0.8569681082780545,0.9507646497726441,80.960001953125,95.5800029296875
14,0.8561237083031581,0.9395223693847656,81.040003515625,95.6100017578125
15,0.8556024115819197,0.9515465364456177,80.9200029296875,95.570002734375
16,0.855236559189283,0.9550755139350892,80.8300029296875,95.5700015625
17,0.8546375538294132,0.9477153252601623,80.900003125,95.560001953125
18,0.8541040097291653,0.9531415597915649,80.850002734375,95.5900025390625
19,0.8541001503284161,0.9428120370864869,80.840003125,95.5900025390625
20,0.8534397702950698,0.9456337182998658,80.880002734375,95.600002734375
21,0.8530342500943404,0.9398411145210266,80.9600025390625,95.6100029296875
22,0.8532557111520034,0.9560690591812134,80.870001953125,95.5800029296875
23,0.8531643860615217,0.9463007180213928,80.910002734375,95.6000033203125
24,0.8530224199478443,0.9524854280471802,80.8500021484375,95.5300025390625
25,0.8530596774358016,0.947126366519928,80.8000017578125,95.620003125
26,0.8530554512372384,0.9519190134048462,80.7800025390625,95.5600025390625
27,0.8531750293878408,0.9413122757911682,80.7500025390625,95.630002734375
28,0.8536423045855303,0.9432169458389282,80.870001953125,95.510002734375
29,0.8539130673958705,0.9352428316116334,80.870001953125,95.510003515625
30,0.854297499014781,0.941531733417511,80.9100021484375,95.530002734375
31,0.8540073530032084,0.9412514255523682,81.0800025390625,95.590002734375
32,0.8545742367322628,0.9404414009094239,81.2700021484375,95.590001953125
33,0.8550100986774151,0.9374174366950989,81.110001953125,95.4900017578125
34,0.8556665867567063,0.9314186513900757,81.1100025390625,95.570002734375
35,0.8558859141973348,0.9359297212600708,81.080001953125,95.490003515625
36,0.8567740662739827,0.9398754868507385,80.92000234375,95.520003515625
37,0.857534586237027,0.9280526943206787,81.0300021484375,95.46000234375
38,0.8577488112908144,0.9410495330810547,81.0700029296875,95.470003125
39,0.8582771014708739,0.9306119804382325,80.9100033203125,95.380001953125
40,0.8589265795854422,0.938706011390686,80.840003125,95.480002734375
41,0.8597011836675498,0.9392751235961914,80.8700025390625,95.530003125
42,0.8603615813530409,0.9232372036933899,80.9600025390625,95.5800029296875
43,0.861701739522127,0.9248983589172364,80.9500029296875,95.4600029296875
